,text,label
408,i feel quite passionate about and that is how old should children be to undergo beauty treatments,joy
409,i feel like i m going to struggle and fail and suffer and be really dumb,sadness
410,im feel a little bit shy to talked to her for a second but manage myself because i saw from her eyes that theres something with this girl,fear
411,i love that this is a place a series with no real heroes and i love that the way the couples in these books fall in love feels just as violent and crazy as the place that they call home,anger
412,i will feel more lively and full of bounce,joy
413,i am and always have been a very sincere nice feeling sociable compassionate helpful girl,joy
414,i feel like an obnoxious nagging call times everyday tag alonger that he is finally sick of tolerating and is now just giving the cold shoulder,anger
415,i loved the feeling i got during an amazing slalom run whether it was in training or in a race,joy
416,i was feeling especially shy and awkward because i didn t know many people there,fear
417,im still feeling a little groggy from the lack of sleep so i shall try to replenish it,sadness
418,i have been sitting at home revising today and all in all feeling quite stressed,anger
419,i guess feelings aren t meant to be inhibited or prohibited,fear
420,i embraced feeling thankful that the middle wall of partition had thus far been broken down,joy
421,i began to feel very strange,fear
422,i didn t feel pressured or constrained in my choices to behave in a particular way i just felt very busy,fear
423,i had one of my low carb meal bars for breakfast and was feeling smug when i spotted the left over pies muffins and attractive foods,joy
424,im going through life feeling now rather than being totally numb,sadness
425,i dont want flowers or candy but the kind of guy that knows i like thinly sliced limes in my mineral water because it makes me feel glamorous and is humored by how pretentious that is,joy
426,i feel unprotected a class post count link href http reprogramming in process,sadness
427,i always feel really confident of my life and my choices when i go home,joy
428,i was feeling more and more frustrated with each session he attended,anger
429,i feel like in the last year especially i ve gone from a girl to a woman and despite how hesitant i have always been about getting older next year i will be twenty four i am surprised at how pleased i am to have done so,fear
430,i feel attacked or insulted it is helpful to realize that the idea of attack is alive and well in my own mind,anger
431,ive missed that feeling and ive missed being there and ive missed having something to work towards that keeps my focus on me and keeps it off of my phone and the potential trouble it can get me in,sadness
432,im feeling a bit uncomfortable with myself too,fear
433,i know that i have it nowhere near as worse as my brethren overseas but right now i feel like im being physically emotionally and spiritually assaulted,fear
434,i am feeling so reluctant and overwhelmed i try to think of the alternative abandoning that dream,fear
435,i usually like sam but sometimes he gets downright whiny and i ll admit that all the mistakes he made due to sibling rivalry and pride that eventually led to the end of season kind of made me feel less tragic about the whole thing,sadness
