,Original Label,ANGER,LOVE,SADNESS,SURPRISE,JOY,FEAR,Predicted Label
427,love,0.339,0.339,0.364,0.339,0.339,0.339,sadness
428,joy,0.833,0.833,0.909,0.833,0.833,0.833,sadness
429,sadness,0.415,0.415,0.45,0.415,0.415,0.415,sadness
430,joy,0.375,0.375,0.405,0.375,0.375,0.375,sadness
431,sadness,0.424,0.424,0.456,0.424,0.424,0.424,sadness
432,joy,0.19,0.19,0.205,0.19,0.19,0.19,sadness
433,sadness,0.338,0.338,0.363,0.338,0.338,0.338,sadness
434,joy,0.175,0.175,0.188,0.175,0.175,0.175,sadness
435,sadness,0.257,0.257,0.275,0.257,0.257,0.257,sadness
436,joy,0.114,0.114,0.121,0.114,0.114,0.114,sadness
437,joy,0.304,0.304,0.329,0.304,0.304,0.304,sadness
438,anger,0.356,0.356,0.383,0.356,0.356,0.356,sadness
439,sadness,0.306,0.306,0.332,0.306,0.306,0.306,sadness
440,fear,0.154,0.154,0.164,0.154,0.154,0.154,sadness
441,sadness,0.216,0.216,0.232,0.216,0.216,0.216,sadness
442,sadness,0.301,0.301,0.323,0.301,0.301,0.301,sadness
443,anger,0.285,0.285,0.308,0.285,0.285,0.285,sadness
444,surprise,0.145,0.145,0.156,0.145,0.145,0.145,sadness
445,surprise,0.335,0.335,0.363,0.335,0.335,0.335,sadness
446,joy,0.258,0.258,0.276,0.258,0.258,0.258,sadness
447,surprise,0.308,0.308,0.333,0.308,0.308,0.308,sadness
448,fear,0,0,0,0,0,0,not found
449,love,0.358,0.327,0.317,0.296,0.327,0.327,anger
450,anger,0.534,0.534,0.58,0.534,0.534,0.534,sadness
451,joy,0.409,0.409,0.443,0.409,0.409,0.409,sadness
452,fear,0,0,0,0,0,0,not found
453,sadness,0.363,0.363,0.393,0.363,0.363,0.363,sadness
454,anger,0.275,0.275,0.295,0.275,0.275,0.275,sadness
455,sadness,0.47,0.47,0.455,0.423,0.47,0.47,anger
456,joy,0.279,0.279,0.3,0.279,0.279,0.279,sadness
457,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
458,joy,0.335,0.335,0.363,0.335,0.335,0.335,sadness
459,joy,0.297,0.297,0.321,0.297,0.297,0.297,sadness
460,joy,0.204,0.204,0.219,0.204,0.204,0.204,sadness
461,joy,0.258,0.258,0.276,0.258,0.258,0.258,sadness
462,surprise,0.276,0.276,0.297,0.276,0.276,0.276,sadness
463,anger,0,0,0,0,0,0,not found
464,sadness,0.286,0.286,0.308,0.286,0.286,0.286,sadness
465,joy,0.393,0.393,0.427,0.393,0.393,0.393,sadness
466,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
467,anger,0.234,0.234,0.253,0.234,0.234,0.234,sadness
468,love,0.216,0.216,0.232,0.216,0.216,0.216,sadness
469,sadness,0.408,0.408,0.443,0.408,0.408,0.408,sadness
470,love,0.724,0.724,0.788,0.724,0.724,0.724,sadness
471,anger,0.322,0.343,0.325,0.302,0.322,0.322,love
472,love,0.249,0.249,0.269,0.249,0.249,0.249,sadness
473,love,0.553,0.517,0.52,0.481,0.517,0.517,anger
474,joy,0.288,0.288,0.31,0.288,0.288,0.288,sadness
475,joy,0.251,0.251,0.268,0.251,0.251,0.251,sadness
476,sadness,0.273,0.273,0.298,0.273,0.273,0.273,sadness
477,joy,0.266,0.266,0.287,0.266,0.266,0.266,sadness
478,sadness,0.222,0.222,0.235,0.222,0.222,0.222,sadness
479,joy,0.396,0.396,0.427,0.396,0.396,0.396,sadness
480,anger,0.257,0.257,0.275,0.257,0.257,0.257,sadness
481,joy,0.175,0.175,0.188,0.175,0.175,0.175,sadness
482,fear,0.268,0.268,0.29,0.268,0.268,0.268,sadness
483,sadness,0.196,0.196,0.21,0.196,0.196,0.196,sadness
484,joy,0,0,0,0,0,0,not found
485,sadness,0.433,0.433,0.467,0.433,0.433,0.433,sadness
486,surprise,0.258,0.258,0.276,0.258,0.258,0.258,sadness
487,joy,0.247,0.247,0.267,0.247,0.247,0.247,sadness
488,joy,0.336,0.336,0.363,0.336,0.336,0.336,sadness
489,love,0.239,0.239,0.257,0.239,0.239,0.239,sadness
490,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
491,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
492,anger,0.297,0.297,0.321,0.297,0.297,0.297,sadness
493,joy,0.223,0.223,0.241,0.223,0.223,0.223,sadness
494,sadness,0.419,0.419,0.451,0.419,0.419,0.419,sadness
495,sadness,0.281,0.281,0.303,0.281,0.281,0.281,sadness
496,sadness,0.321,0.321,0.348,0.321,0.321,0.321,sadness
497,joy,0.288,0.288,0.311,0.288,0.288,0.288,sadness
498,joy,0.215,0.215,0.23,0.215,0.215,0.215,sadness
499,joy,0.281,0.281,0.303,0.281,0.281,0.281,sadness
500,sadness,0.192,0.192,0.208,0.192,0.192,0.192,sadness
501,sadness,0.338,0.338,0.37,0.338,0.338,0.338,sadness
502,anger,0.286,0.286,0.308,0.286,0.286,0.286,sadness
503,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
504,joy,0.289,0.289,0.314,0.289,0.289,0.289,sadness
505,sadness,0.298,0.298,0.322,0.298,0.298,0.298,sadness
506,surprise,0.25,0.25,0.267,0.25,0.25,0.25,sadness
507,joy,0.454,0.454,0.493,0.454,0.454,0.454,sadness
508,joy,0.2,0.2,0.215,0.2,0.2,0.2,sadness
509,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
510,anger,0.375,0.375,0.406,0.375,0.375,0.375,sadness
511,joy,0.364,0.364,0.395,0.364,0.364,0.364,sadness
512,anger,0.386,0.386,0.419,0.386,0.386,0.386,sadness
513,joy,0.539,0.539,0.585,0.539,0.539,0.539,sadness
514,joy,0.198,0.198,0.213,0.198,0.198,0.198,sadness
515,love,0.173,0.173,0.185,0.173,0.173,0.173,sadness
516,anger,0.393,0.393,0.427,0.393,0.393,0.393,sadness
517,joy,0.857,1.0,0.769,0.714,0.857,0.857,love
518,joy,0.175,0.175,0.188,0.175,0.175,0.175,sadness
519,joy,0.251,0.251,0.269,0.251,0.251,0.251,sadness
520,joy,0.319,0.319,0.344,0.319,0.319,0.319,sadness
521,joy,0.44,0.44,0.476,0.44,0.44,0.44,sadness
522,joy,0.288,0.288,0.311,0.288,0.288,0.288,sadness
523,joy,0.269,0.269,0.288,0.269,0.269,0.269,sadness
524,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
525,joy,0.317,0.317,0.344,0.317,0.317,0.317,sadness
526,fear,0.368,0.368,0.398,0.368,0.368,0.368,sadness
527,sadness,0.258,0.258,0.278,0.258,0.258,0.258,sadness
528,anger,0.36,0.36,0.386,0.36,0.36,0.36,sadness
529,anger,0.353,0.353,0.382,0.353,0.353,0.353,sadness
530,sadness,0.196,0.196,0.21,0.196,0.196,0.196,sadness
531,love,0.237,0.237,0.256,0.237,0.237,0.237,sadness
532,sadness,0.125,0.125,0.133,0.125,0.125,0.125,sadness
533,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
534,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
535,surprise,0.287,0.287,0.309,0.287,0.287,0.287,sadness
536,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
537,sadness,0.3,0.3,0.324,0.3,0.3,0.3,sadness
538,sadness,0.223,0.223,0.239,0.223,0.223,0.223,sadness
539,joy,0.436,0.484,0.419,0.388,0.436,0.436,love
540,fear,0.202,0.202,0.217,0.202,0.202,0.202,sadness
541,joy,0.289,0.289,0.312,0.289,0.289,0.289,sadness
542,sadness,0.29,0.29,0.312,0.29,0.29,0.29,sadness
543,sadness,0.256,0.256,0.276,0.256,0.256,0.256,sadness
544,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
545,sadness,0,0,0,0,0,0,not found
546,anger,0.133,0.133,0.143,0.133,0.133,0.133,sadness
547,anger,0.202,0.202,0.217,0.202,0.202,0.202,sadness
548,love,0.325,0.325,0.352,0.325,0.325,0.325,sadness
549,joy,0.345,0.345,0.373,0.345,0.345,0.345,sadness
550,joy,0.276,0.276,0.297,0.276,0.276,0.276,sadness
551,sadness,0.286,0.286,0.308,0.286,0.286,0.286,sadness
552,joy,0.393,0.393,0.427,0.393,0.393,0.393,sadness
553,joy,0.266,0.266,0.287,0.266,0.266,0.266,sadness
554,joy,0.352,0.352,0.38,0.352,0.352,0.352,sadness
555,love,0.295,0.295,0.318,0.295,0.295,0.295,sadness
556,love,0.382,0.382,0.422,0.382,0.382,0.382,sadness
557,love,0.224,0.224,0.24,0.224,0.224,0.224,sadness
558,joy,0.441,0.441,0.476,0.441,0.441,0.441,sadness
559,surprise,0.312,0.312,0.339,0.312,0.312,0.312,sadness
560,fear,0.315,0.315,0.339,0.315,0.315,0.315,sadness
561,sadness,0.259,0.259,0.278,0.259,0.259,0.259,sadness
562,anger,0.395,0.395,0.426,0.395,0.395,0.395,sadness
563,sadness,0.279,0.279,0.3,0.279,0.279,0.279,sadness
564,fear,0.167,0.167,0.179,0.167,0.167,0.167,sadness
565,joy,0.237,0.237,0.257,0.237,0.237,0.237,sadness
566,anger,0.143,0.143,0.154,0.143,0.143,0.143,sadness
567,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
568,joy,0.262,0.262,0.28,0.262,0.262,0.262,sadness
569,sadness,0.183,0.183,0.195,0.183,0.183,0.183,sadness
570,joy,0.297,0.297,0.321,0.297,0.297,0.297,sadness
571,fear,0.296,0.296,0.321,0.296,0.296,0.296,sadness
572,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
573,anger,0.587,0.587,0.55,0.51,0.587,0.587,anger
574,sadness,0.274,0.274,0.295,0.274,0.274,0.274,sadness
575,anger,0.235,0.235,0.25,0.235,0.235,0.235,sadness
576,joy,0.384,0.384,0.416,0.384,0.384,0.384,sadness
577,love,0.303,0.303,0.326,0.303,0.303,0.303,sadness
578,love,0.361,0.361,0.389,0.361,0.361,0.361,sadness
579,sadness,0.251,0.251,0.272,0.251,0.251,0.251,sadness
580,fear,0.286,0.286,0.308,0.286,0.286,0.286,sadness
581,sadness,0.301,0.301,0.323,0.301,0.301,0.301,sadness
582,sadness,0.166,0.166,0.178,0.166,0.166,0.166,sadness
583,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
584,fear,0,0,0,0,0,0,not found
585,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
586,anger,0.505,0.505,0.548,0.505,0.505,0.505,sadness
587,joy,0.267,0.267,0.286,0.267,0.267,0.267,sadness
588,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
589,sadness,0.111,0.111,0.118,0.111,0.111,0.111,sadness
590,fear,0.234,0.234,0.252,0.234,0.234,0.234,sadness
591,fear,0.276,0.276,0.299,0.276,0.276,0.276,sadness
592,anger,0.316,0.316,0.339,0.316,0.316,0.316,sadness
593,anger,0,0,0,0,0,0,not found
594,sadness,0,0,0,0,0,0,not found
595,sadness,0,0,0,0,0,0,not found
596,anger,0.312,0.312,0.334,0.312,0.312,0.312,sadness
597,anger,0.3,0.3,0.325,0.3,0.3,0.3,sadness
598,joy,0,0,0,0,0,0,not found
599,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
600,sadness,0.187,0.187,0.201,0.187,0.187,0.187,sadness
601,sadness,0.16,0.16,0.174,0.16,0.16,0.16,sadness
602,fear,0.305,0.305,0.305,0.284,0.305,0.305,anger
603,joy,0.246,0.246,0.265,0.246,0.246,0.246,sadness
604,fear,0.306,0.306,0.331,0.306,0.306,0.306,sadness
605,sadness,0.286,0.286,0.308,0.286,0.286,0.286,sadness
606,sadness,0.357,0.357,0.393,0.357,0.357,0.357,sadness
607,joy,0.293,0.293,0.317,0.293,0.293,0.293,sadness
608,sadness,0.261,0.261,0.279,0.261,0.261,0.261,sadness
609,anger,0.404,0.404,0.44,0.404,0.404,0.404,sadness
610,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
611,love,0.23,0.23,0.246,0.23,0.23,0.23,sadness
612,surprise,0.833,0.833,0.909,0.833,0.833,0.833,sadness
613,joy,0.254,0.254,0.273,0.254,0.254,0.254,sadness
614,joy,0.292,0.292,0.316,0.292,0.292,0.292,sadness
615,joy,0.198,0.198,0.214,0.198,0.198,0.198,sadness
616,joy,0.281,0.281,0.303,0.281,0.281,0.281,sadness
617,joy,0.186,0.186,0.199,0.186,0.186,0.186,sadness
618,sadness,0.269,0.269,0.289,0.269,0.269,0.269,sadness
619,sadness,0.583,0.583,0.636,0.583,0.583,0.583,sadness
620,love,0.262,0.262,0.282,0.262,0.262,0.262,sadness
621,fear,0.184,0.184,0.198,0.184,0.184,0.184,sadness
622,anger,0.282,0.282,0.303,0.282,0.282,0.282,sadness
623,joy,0.246,0.246,0.266,0.246,0.246,0.246,sadness
624,love,0.242,0.242,0.261,0.242,0.242,0.242,sadness
625,joy,0.433,0.433,0.467,0.433,0.433,0.433,sadness
626,joy,0.292,0.292,0.315,0.292,0.292,0.292,sadness
627,fear,0.315,0.315,0.338,0.315,0.315,0.315,sadness
628,anger,0.529,0.529,0.49,0.457,0.529,0.529,anger
629,fear,0.833,0.833,0.909,0.833,0.833,0.833,sadness
630,sadness,0.184,0.184,0.197,0.184,0.184,0.184,sadness
631,anger,0.34,0.34,0.367,0.34,0.34,0.34,sadness
632,anger,0.235,0.235,0.25,0.235,0.235,0.235,sadness
633,anger,0.192,0.192,0.205,0.192,0.192,0.192,sadness
634,fear,0.288,0.288,0.311,0.288,0.288,0.288,sadness
635,joy,0.462,0.462,0.5,0.462,0.462,0.462,sadness
636,love,0.25,0.25,0.267,0.25,0.25,0.25,sadness
637,anger,0.292,0.292,0.315,0.292,0.292,0.292,sadness
638,fear,0.533,0.533,0.571,0.533,0.533,0.533,sadness
639,anger,0.178,0.178,0.19,0.178,0.178,0.178,sadness
640,joy,0,0,0,0,0,0,not found
641,fear,0.418,0.418,0.451,0.418,0.418,0.418,sadness
642,sadness,0,0,0,0,0,0,not found
643,sadness,0.196,0.196,0.21,0.196,0.196,0.196,sadness
644,anger,0.271,0.271,0.291,0.271,0.271,0.271,sadness
645,joy,0.276,0.276,0.295,0.276,0.276,0.276,sadness
646,anger,0.268,0.268,0.287,0.268,0.268,0.268,sadness
647,fear,0.211,0.211,0.225,0.211,0.211,0.211,sadness
648,fear,0.533,0.533,0.571,0.533,0.533,0.533,sadness
649,surprise,0.243,0.243,0.258,0.243,0.243,0.243,sadness
650,sadness,0.306,0.306,0.337,0.306,0.306,0.306,sadness
651,joy,0.268,0.268,0.287,0.268,0.268,0.268,sadness
652,joy,0.331,0.355,0.329,0.307,0.331,0.331,love
653,joy,0.222,0.222,0.235,0.222,0.222,0.222,sadness
654,love,0.273,0.273,0.293,0.273,0.273,0.273,sadness
655,sadness,0,0,0,0,0,0,not found
656,joy,0.294,0.294,0.317,0.294,0.294,0.294,sadness
657,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
658,anger,0.308,0.308,0.333,0.308,0.308,0.308,sadness
659,joy,0.34,0.34,0.368,0.34,0.34,0.34,sadness
660,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
661,fear,0.359,0.359,0.39,0.359,0.359,0.359,sadness
662,fear,0.422,0.422,0.459,0.422,0.422,0.422,sadness
663,joy,0.279,0.279,0.3,0.279,0.279,0.279,sadness
664,fear,0.196,0.196,0.21,0.196,0.196,0.196,sadness
665,anger,0.297,0.297,0.321,0.297,0.297,0.297,sadness
666,anger,0.184,0.184,0.196,0.184,0.184,0.184,sadness
667,anger,0.483,0.483,0.521,0.483,0.483,0.483,sadness
668,joy,0.3,0.3,0.325,0.3,0.3,0.3,sadness
669,sadness,0.296,0.296,0.342,0.296,0.296,0.296,sadness
670,joy,0.308,0.308,0.333,0.308,0.308,0.308,sadness
671,joy,0.267,0.267,0.286,0.267,0.267,0.267,sadness
672,joy,0.309,0.309,0.335,0.309,0.309,0.309,sadness
673,anger,0.647,0.694,0.648,0.599,0.647,0.647,love
674,fear,0,0,0,0,0,0,not found
675,anger,0.248,0.248,0.267,0.248,0.248,0.248,sadness
676,joy,0.462,0.462,0.501,0.462,0.462,0.462,sadness
677,sadness,0.268,0.268,0.287,0.268,0.268,0.268,sadness
678,joy,0.271,0.271,0.29,0.271,0.271,0.271,sadness
679,fear,0.405,0.405,0.438,0.405,0.405,0.405,sadness
680,joy,0.23,0.23,0.248,0.23,0.23,0.23,sadness
681,sadness,0,0,0,0,0,0,not found
682,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
683,sadness,0.188,0.188,0.2,0.188,0.188,0.188,sadness
684,sadness,0.441,0.441,0.476,0.441,0.441,0.441,sadness
685,joy,0.241,0.241,0.258,0.241,0.241,0.241,sadness
686,joy,0.335,0.335,0.363,0.335,0.335,0.335,sadness
687,sadness,0.26,0.26,0.278,0.26,0.26,0.26,sadness
688,love,0.286,0.286,0.308,0.286,0.286,0.286,sadness
689,joy,0.462,0.462,0.5,0.462,0.462,0.462,sadness
690,sadness,0.3,0.3,0.323,0.3,0.3,0.3,sadness
691,anger,0,0,0,0,0,0,not found
692,love,0.278,0.278,0.302,0.278,0.278,0.278,sadness
693,sadness,0.18,0.18,0.192,0.18,0.18,0.18,sadness
694,joy,0.267,0.267,0.287,0.267,0.267,0.267,sadness
695,joy,0.455,0.455,0.493,0.455,0.455,0.455,sadness
696,fear,0.333,0.333,0.364,0.333,0.333,0.333,sadness
697,anger,0.154,0.154,0.167,0.154,0.154,0.154,sadness
698,joy,0.133,0.133,0.143,0.133,0.133,0.133,sadness
699,joy,0.258,0.258,0.28,0.258,0.258,0.258,sadness
700,love,0.293,0.293,0.317,0.293,0.293,0.293,sadness
701,surprise,0.25,0.25,0.267,0.25,0.25,0.25,sadness
702,fear,0.246,0.246,0.266,0.246,0.246,0.246,sadness
703,fear,0.387,0.387,0.413,0.387,0.387,0.387,sadness
704,anger,0.173,0.173,0.185,0.173,0.173,0.173,sadness
705,anger,0.229,0.229,0.245,0.229,0.229,0.229,sadness
706,love,0.25,0.25,0.267,0.25,0.25,0.25,sadness
707,sadness,0,0,0,0,0,0,not found
708,sadness,0.184,0.184,0.196,0.184,0.184,0.184,sadness
709,joy,0.308,0.308,0.333,0.308,0.308,0.308,sadness
710,love,0.22,0.22,0.236,0.22,0.22,0.22,sadness
711,anger,0.332,0.332,0.358,0.332,0.332,0.332,sadness
712,joy,0.319,0.319,0.344,0.319,0.319,0.319,sadness
713,anger,0.279,0.279,0.3,0.279,0.279,0.279,sadness
714,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
715,joy,0.321,0.321,0.343,0.321,0.321,0.321,sadness
716,joy,0.348,0.348,0.375,0.348,0.348,0.348,sadness
717,fear,0.154,0.154,0.167,0.154,0.154,0.154,sadness
718,fear,0.268,0.268,0.287,0.268,0.268,0.268,sadness
719,love,0.188,0.188,0.2,0.188,0.188,0.188,sadness
720,sadness,0.29,0.29,0.316,0.29,0.29,0.29,sadness
721,love,0.333,0.333,0.364,0.333,0.333,0.333,sadness
722,joy,0.226,0.226,0.243,0.226,0.226,0.226,sadness
723,joy,0.239,0.239,0.258,0.239,0.239,0.239,sadness
724,sadness,0.264,0.264,0.283,0.264,0.264,0.264,sadness
725,sadness,0.451,0.451,0.487,0.451,0.451,0.451,sadness
726,anger,0.285,0.285,0.309,0.285,0.285,0.285,sadness
727,anger,0,0,0,0,0,0,not found
728,anger,0.367,0.367,0.391,0.367,0.367,0.367,sadness
729,anger,0.179,0.179,0.191,0.179,0.179,0.179,sadness
730,sadness,0.333,0.333,0.36,0.333,0.333,0.333,sadness
731,joy,0.534,0.534,0.58,0.534,0.534,0.534,sadness
732,sadness,0.43,0.43,0.466,0.43,0.43,0.43,sadness
733,joy,0.308,0.308,0.333,0.308,0.308,0.308,sadness
734,fear,0.195,0.195,0.208,0.195,0.195,0.195,sadness
735,sadness,0.271,0.271,0.291,0.271,0.271,0.271,sadness
736,joy,0.322,0.322,0.328,0.305,0.322,0.339,fear
737,sadness,0.75,0.75,0.818,0.75,0.75,0.75,sadness
738,joy,0.133,0.133,0.143,0.133,0.133,0.133,sadness
739,surprise,0.237,0.237,0.256,0.237,0.237,0.237,sadness
740,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
741,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
742,joy,0.468,0.468,0.508,0.468,0.468,0.468,sadness
743,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
744,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
745,sadness,0.139,0.139,0.15,0.139,0.139,0.139,sadness
746,sadness,0.321,0.321,0.348,0.321,0.321,0.321,sadness
747,anger,0.418,0.418,0.452,0.418,0.418,0.418,sadness
748,sadness,0,0,0,0,0,0,not found
749,love,0.234,0.234,0.254,0.234,0.234,0.234,sadness
750,joy,0.463,0.463,0.503,0.463,0.463,0.463,sadness
751,surprise,0.197,0.197,0.212,0.197,0.197,0.197,sadness
752,joy,0.199,0.199,0.211,0.199,0.199,0.199,sadness
753,surprise,0.322,0.322,0.349,0.322,0.322,0.322,sadness
754,joy,0.205,0.205,0.22,0.205,0.205,0.205,sadness
755,fear,0.435,0.435,0.47,0.435,0.435,0.435,sadness
756,joy,0.455,0.455,0.497,0.455,0.455,0.455,sadness
757,joy,0.234,0.234,0.252,0.234,0.234,0.234,sadness
758,joy,0.402,0.402,0.437,0.402,0.402,0.402,sadness
759,joy,0.349,0.349,0.379,0.349,0.349,0.349,sadness
760,surprise,0.324,0.324,0.349,0.324,0.324,0.324,sadness
761,love,0.256,0.256,0.273,0.256,0.256,0.256,sadness
762,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
763,love,0.252,0.252,0.273,0.252,0.252,0.252,sadness
764,joy,0,0,0,0,0,0,not found
765,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
766,joy,0.214,0.214,0.229,0.214,0.214,0.214,sadness
767,joy,0.247,0.247,0.266,0.247,0.247,0.247,sadness
768,sadness,0.31,0.31,0.336,0.31,0.31,0.31,sadness
769,joy,0.342,0.342,0.371,0.342,0.342,0.342,sadness
770,joy,0.308,0.308,0.333,0.308,0.308,0.308,sadness
771,joy,0.214,0.214,0.229,0.214,0.214,0.214,sadness
772,joy,0.223,0.223,0.24,0.223,0.223,0.223,sadness
773,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
774,fear,0.417,0.417,0.455,0.417,0.417,0.417,sadness
775,fear,0.333,0.333,0.359,0.333,0.333,0.333,sadness
776,fear,0.254,0.254,0.273,0.254,0.254,0.254,sadness
777,anger,0.451,0.451,0.487,0.451,0.451,0.451,sadness
778,love,0.335,0.335,0.366,0.335,0.335,0.335,sadness
779,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
780,joy,0.464,0.464,0.448,0.417,0.464,0.512,fear
781,joy,0.196,0.196,0.21,0.196,0.196,0.196,sadness
782,sadness,0.462,0.462,0.5,0.462,0.462,0.462,sadness
783,sadness,0.226,0.226,0.243,0.226,0.226,0.226,sadness
784,sadness,0.315,0.315,0.343,0.315,0.315,0.315,sadness
785,sadness,0.369,0.369,0.397,0.369,0.369,0.369,sadness
786,joy,0.619,0.619,0.665,0.619,0.619,0.619,sadness
787,sadness,0.296,0.296,0.321,0.296,0.296,0.296,sadness
788,sadness,0.517,0.517,0.59,0.517,0.517,0.517,sadness
789,fear,0.312,0.312,0.333,0.312,0.312,0.312,sadness
790,joy,0.429,0.429,0.462,0.429,0.429,0.429,sadness
791,anger,0.267,0.267,0.287,0.267,0.267,0.267,sadness
792,joy,0.205,0.205,0.219,0.205,0.205,0.205,sadness
793,joy,0.263,0.263,0.285,0.263,0.263,0.263,sadness
794,fear,0.243,0.243,0.258,0.243,0.243,0.243,sadness
795,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
796,joy,0.403,0.403,0.436,0.403,0.403,0.403,sadness
797,anger,0.412,0.412,0.447,0.412,0.412,0.412,sadness
798,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
799,anger,0.289,0.289,0.313,0.289,0.289,0.289,sadness
800,anger,0.385,0.385,0.417,0.385,0.385,0.385,sadness
801,anger,0.251,0.251,0.27,0.251,0.251,0.251,sadness
802,joy,0.25,0.25,0.268,0.25,0.25,0.25,sadness
803,fear,0,0,0,0,0,0,not found
804,sadness,0.279,0.279,0.3,0.279,0.279,0.279,sadness
805,love,0.301,0.301,0.325,0.301,0.301,0.301,sadness
806,sadness,0.267,0.267,0.286,0.267,0.267,0.267,sadness
807,fear,0.286,0.286,0.308,0.286,0.286,0.286,sadness
808,love,0.337,0.337,0.364,0.337,0.337,0.337,sadness
809,joy,0.464,0.464,0.468,0.436,0.493,0.464,joy
810,surprise,0.223,0.223,0.239,0.223,0.223,0.223,sadness
811,joy,0.292,0.292,0.315,0.292,0.292,0.292,sadness
812,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
813,joy,0.229,0.229,0.243,0.229,0.229,0.229,sadness
814,joy,0.222,0.222,0.235,0.222,0.222,0.222,sadness
815,sadness,0.304,0.304,0.325,0.304,0.304,0.304,sadness
816,surprise,0.385,0.385,0.417,0.385,0.385,0.385,sadness
817,joy,0.192,0.192,0.208,0.192,0.192,0.192,sadness
818,anger,0.288,0.288,0.311,0.288,0.288,0.288,sadness
819,anger,0.288,0.288,0.311,0.288,0.288,0.288,sadness
820,anger,0.199,0.199,0.213,0.199,0.199,0.199,sadness
821,joy,0.583,0.583,0.636,0.583,0.583,0.583,sadness
822,joy,0.301,0.301,0.305,0.284,0.318,0.301,joy
823,sadness,0.292,0.292,0.315,0.292,0.292,0.292,sadness
824,love,0.196,0.196,0.21,0.196,0.196,0.196,sadness
825,sadness,0.286,0.286,0.308,0.286,0.286,0.286,sadness
826,joy,0.237,0.237,0.255,0.237,0.237,0.237,sadness
827,anger,0.13,0.13,0.139,0.13,0.13,0.13,sadness
828,anger,0.272,0.272,0.292,0.272,0.272,0.272,sadness
829,anger,0.279,0.279,0.3,0.279,0.279,0.279,sadness
830,fear,0.55,0.55,0.597,0.55,0.55,0.55,sadness
831,joy,0.268,0.268,0.287,0.268,0.268,0.268,sadness
832,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
833,fear,0.286,0.286,0.308,0.286,0.286,0.286,sadness
834,sadness,0.196,0.196,0.21,0.196,0.196,0.196,sadness
835,surprise,0.294,0.294,0.317,0.294,0.294,0.294,sadness
836,joy,0.126,0.126,0.135,0.126,0.126,0.126,sadness
837,love,0.168,0.168,0.179,0.168,0.168,0.168,sadness
838,sadness,0.398,0.398,0.433,0.398,0.398,0.398,sadness
839,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
840,joy,0.307,0.307,0.333,0.307,0.307,0.307,sadness
841,sadness,0.345,0.345,0.372,0.345,0.345,0.345,sadness
842,sadness,0.288,0.288,0.311,0.288,0.288,0.288,sadness
843,sadness,0.374,0.374,0.404,0.374,0.374,0.374,sadness
844,anger,0.25,0.25,0.27,0.25,0.25,0.25,sadness
845,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
846,sadness,0.14,0.14,0.15,0.14,0.14,0.14,sadness
847,sadness,0.3,0.3,0.325,0.3,0.3,0.3,sadness
848,sadness,0.133,0.133,0.143,0.133,0.133,0.133,sadness
849,sadness,0,0,0,0,0,0,not found
850,joy,0.275,0.275,0.295,0.275,0.275,0.275,sadness
851,surprise,0.169,0.169,0.181,0.169,0.169,0.169,sadness
852,joy,0.518,0.518,0.511,0.47,0.518,0.518,anger
853,anger,0.282,0.282,0.304,0.282,0.282,0.282,sadness
854,love,0.308,0.308,0.333,0.308,0.308,0.308,sadness
855,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
